application_id,candidate_id,req_id,stage,stage_enter_date,stage_exit_date
A400476,C3385,R2022,Interview,2025-03-09,2025-03-17
A400476,C3385,R2022,Rejected,2025-03-17,2025-03-19
A400477,C3386,R2039,Applied,2025-11-01,2025-11-11
A400477,C3386,R2039,Screen,2025-11-11,2025-11-18
A400478,C3386,R2019,Applied,2025-06-12,2025-06-18
A400479,C3387,R2030,Applied,2025-08-12,2025-08-19
A400479,C3387,R2030,Rejected,2025-08-19,2025-08-20
A400480,C3388,R2011,Applied,2025-11-15,2025-11-27
A400481,C3389,R2020,Applied,2025-06-22,2025-06-25
A400481,C3389,R2020,Screen,2025-06-25,2025-06-26
A400481,C3389,R2020,Interview,2025-06-26,2025-07-08
A400482,C3389,R2010,Applied,2025-10-25,2025-10-29
A400482,C3389,R2010,Rejected,2025-10-29,2025-10-31
A400483,C3390,R2001,Applied,2025-12-15,2025-12-16
A400483,C3390,R2001,Screen,2025-12-16,2025-12-25
A400483,C3390,R2001,Interview,2025-12-25,2026-01-03
A400483,C3390,R2001,Offer,2026-01-03,2026-01-09
A400483,C3390,R2001,Rejected,2026-01-09,2026-01-20
A400484,C3391,R2036,Applied,2025-04-26,2025-05-04
A400484,C3391,R2036,Screen,2025-05-04,2025-05-05
A400484,C3391,R2036,Interview,2025-05-05,2025-05-13
A400484,C3391,R2036,Rejected,2025-05-13,2025-05-17
A400485,C3392,R2040,Applied,2025-05-28,2025-06-08
A400486,C3392,R2005,Applied,2025-05-20,2025-05-21
A400486,C3392,R2005,Screen,2025-05-21,2025-05-29
A400486,C3392,R2005,Interview,2025-05-29,2025-05-31
A400487,C3393,R2006,Applied,2025-08-27,2025-08-28
A400487,C3393,R2006,Screen,2025-08-28,2025-08-30
A400487,C3393,R2006,Interview,2025-08-30,2025-09-09
A400487,C3393,R2006,Rejected,2025-09-09,2025-09-11
A400488,C3394,R2016,Applied,2025-10-05,2025-10-06
A400488,C3394,R2016,Screen,2025-10-06,2025-10-14
A400488,C3394,R2016,Interview,2025-10-14,2025-10-20
A400488,C3394,R2016,Offer,2025-10-20,2025-10-22
A400488,C3394,R2016,Hired,2025-10-22,2025-10-25
A400489,C3395,R2016,Applied,2025-08-04,2025-08-13
A400489,C3395,R2016,Rejected,2025-08-13,2025-08-18
A400490,C3396,R2026,Applied,2025-08-07,2025-08-14
A400490,C3396,R2026,Screen,2025-08-14,2025-08-15
A400490,C3396,R2026,Interview,2025-08-15,2025-08-17
A400490,C3396,R2026,Rejected,2025-08-17,2025-08-26
A400491,C3397,R2034,Applied,2025-11-09,2025-11-19
A400491,C3397,R2034,Screen,2025-11-19,2025-11-24
A400492,C3398,R2030,Applied,2025-12-03,2025-12-14
A400492,C3398,R2030,Screen,2025-12-14,2025-12-24
A400492,C3398,R2030,Rejected,2025-12-24,2026-01-02
A400493,C3399,R2044,Applied,2025-12-13,2025-12-17
A400493,C3399,R2044,Screen,2025-12-17,2025-12-23
A400493,C3399,R2044,Interview,2025-12-23,2025-12-27
A400493,C3399,R2044,Offer,2025-12-27,2026-01-04
A400493,C3399,R2044,Hired,2026-01-04,2026-01-09
A400494,C3400,R2010,Applied,2025-04-18,2025-04-26
A400494,C3400,R2010,Screen,2025-04-26,2025-04-28
A400494,C3400,R2010,Interview,2025-04-28,2025-05-04
A400494,C3400,R2010,Rejected,2025-05-04,2025-05-16
A400495,C3400,R2038,Applied,2025-03-02,2025-03-10
A400495,C3400,R2038,Screen,2025-03-10,2025-03-19
A400495,C3400,R2038,Interview,2025-03-19,2025-03-29
A400495,C3400,R2038,Offer,2025-03-29,2025-04-06
A400495,C3400,R2038,Rejected,2025-04-06,2025-04-13
A400496,C3401,R2030,Applied,2025-09-27,2025-10-09
A400496,C3401,R2030,Screen,2025-10-09,2025-10-18
A400496,C3401,R2030,Interview,2025-10-18,2025-10-28
A400497,C3401,R2033,Applied,2025-03-09,2025-03-20
A400497,C3401,R2033,Screen,2025-03-20,2025-03-24
A400497,C3401,R2033,Interview,2025-03-24,2025-03-26
A400497,C3401,R2033,Rejected,2025-03-26,2025-04-02
A400498,C3402,R2010,Applied,2025-07-14,2025-07-23
A400499,C3403,R2021,Applied,2025-08-19,2025-08-21
A400499,C3403,R2021,Screen,2025-08-21,2025-08-29
A400499,C3403,R2021,Interview,2025-08-29,2025-08-30
A400499,C3403,R2021,Offer,2025-08-30,2025-09-03
A400499,C3403,R2021,Hired,2025-09-03,2025-09-11
A400500,C3404,R2032,Applied,2025-12-08,2025-12-12
A400500,C3404,R2032,Screen,2025-12-12,2025-12-18
A400500,C3404,R2032,Interview,2025-12-18,2025-12-21
A400500,C3404,R2032,Offer,2025-12-21,2025-12-24
A400500,C3404,R2032,Hired,2025-12-24,2026-01-05
A400501,C3405,R2037,Applied,2025-11-21,2025-11-24
A400501,C3405,R2037,Screen,2025-11-24,2025-11-28
A400501,C3405,R2037,Interview,2025-11-28,2025-12-05
A400502,C3406,R2005,Applied,2025-08-25,2025-08-29
A400502,C3406,R2005,Screen,2025-08-29,2025-09-04
A400502,C3406,R2005,Interview,2025-09-04,2025-09-05
A400502,C3406,R2005,Offer,2025-09-05,2025-09-08
A400502,C3406,R2005,Hired,2025-09-08,2025-09-20
A400503,C3407,R2013,Applied,2025-09-27,2025-10-09
A400503,C3407,R2013,Screen,2025-10-09,2025-10-18
A400504,C3408,R2033,Applied,2025-08-11,2025-08-13
A400505,C3409,R2011,Applied,2025-11-22,2025-12-03
A400505,C3409,R2011,Screen,2025-12-03,2025-12-04
A400506,C3410,R2024,Applied,2025-02-24,2025-03-05
A400506,C3410,R2024,Screen,2025-03-05,2025-03-10
A400506,C3410,R2024,Interview,2025-03-10,2025-03-17
A400507,C3411,R2039,Applied,2025-08-29,2025-09-06
A400507,C3411,R2039,Screen,2025-09-06,2025-09-08
A400508,C3412,R2033,Applied,2025-09-13,2025-09-17
A400508,C3412,R2033,Screen,2025-09-17,2025-09-27
A400508,C3412,R2033,Interview,2025-09-27,2025-09-29
A400508,C3412,R2033,Offer,2025-09-29,2025-10-07
A400508,C3412,R2033,Hired,2025-10-07,2025-10-16
A400509,C3413,R2032,Applied,2025-12-10,2025-12-17
A400509,C3413,R2032,Screen,2025-12-17,2025-12-25
A400509,C3413,R2032,Rejected,2025-12-25,2026-01-01
A400510,C3413,R2040,Applied,2025-05-06,2025-05-17
A400510,C3413,R2040,Screen,2025-05-17,2025-05-26
A400511,C3414,R2041,Applied,2025-05-28,2025-05-29
A400511,C3414,R2041,Screen,2025-05-29,2025-06-07
A400511,C3414,R2041,Interview,2025-06-07,2025-06-19
A400512,C3415,R2018,Applied,2025-09-27,2025-09-29
A400512,C3415,R2018,Screen,2025-09-29,2025-10-10
A400513,C3415,R2007,Applied,2025-12-14,2025-12-26
A400513,C3415,R2007,Rejected,2025-12-26,2026-01-03
A400514,C3416,R2026,Applied,2025-06-28,2025-07-03
A400514,C3416,R2026,Screen,2025-07-03,2025-07-08
A400514,C3416,R2026,Interview,2025-07-08,2025-07-16
A400514,C3416,R2026,Offer,2025-07-16,2025-07-23
A400514,C3416,R2026,Rejected,2025-07-23,2025-07-28
A400515,C3417,R2027,Applied,2025-08-17,2025-08-27
A400515,C3417,R2027,Screen,2025-08-27,2025-08-31
A400515,C3417,R2027,Interview,2025-08-31,2025-09-02
A400515,C3417,R2027,Rejected,2025-09-02,2025-09-14
A400516,C3418,R2023,Applied,2025-10-23,2025-10-30
A400516,C3418,R2023,Screen,2025-10-30,2025-11-04
A400517,C3419,R2018,Applied,2025-06-09,2025-06-13
A400517,C3419,R2018,Screen,2025-06-13,2025-06-24
A400517,C3419,R2018,Interview,2025-06-24,2025-06-29
A400518,C3420,R2043,Applied,2025-08-13,2025-08-20
A400518,C3420,R2043,Screen,2025-08-20,2025-08-29
A400518,C3420,R2043,Rejected,2025-08-29,2025-08-30
A400519,C3420,R2035,Applied,2025-11-02,2025-11-04
A400519,C3420,R2035,Screen,2025-11-04,2025-11-08
A400519,C3420,R2035,Rejected,2025-11-08,2025-11-17
A400520,C3421,R2018,Applied,2025-10-07,2025-10-14
A400520,C3421,R2018,Screen,2025-10-14,2025-10-22
A400520,C3421,R2018,Interview,2025-10-22,2025-10-29
A400521,C3422,R2041,Applied,2025-12-20,2025-12-27
A400521,C3422,R2041,Screen,2025-12-27,2026-01-06
A400521,C3422,R2041,Interview,2026-01-06,2026-01-07
A400521,C3422,R2041,Rejected,2026-01-07,2026-01-12
A400522,C3423,R2005,Applied,2025-04-19,2025-04-25
A400522,C3423,R2005,Screen,2025-04-25,2025-05-01
A400523,C3424,R2010,Applied,2025-12-15,2025-12-19
A400523,C3424,R2010,Screen,2025-12-19,2025-12-24
A400524,C3424,R2031,Applied,2025-11-05,2025-11-15
A400524,C3424,R2031,Screen,2025-11-15,2025-11-27
A400524,C3424,R2031,Interview,2025-11-27,2025-11-29
A400524,C3424,R2031,Rejected,2025-11-29,2025-12-08
A400525,C3425,R2033,Applied,2025-04-07,2025-04-10
A400525,C3425,R2033,Screen,2025-04-10,2025-04-15
A400526,C3426,R2039,Applied,2025-09-04,2025-09-07
A400526,C3426,R2039,Screen,2025-09-07,2025-09-12
A400526,C3426,R2039,Interview,2025-09-12,2025-09-16
A400527,C3426,R2041,Applied,2025-08-28,2025-08-29
A400527,C3426,R2041,Screen,2025-08-29,2025-09-04
A400527,C3426,R2041,Rejected,2025-09-04,2025-09-13
A400528,C3427,R2037,Applied,2025-11-24,2025-11-27
A400528,C3427,R2037,Screen,2025-11-27,2025-12-06
A400528,C3427,R2037,Interview,2025-12-06,2025-12-14
A400528,C3427,R2037,Rejected,2025-12-14,2025-12-20
A400529,C3427,R2040,Applied,2025-04-26,2025-04-27
A400529,C3427,R2040,Screen,2025-04-27,2025-05-04
A400529,C3427,R2040,Interview,2025-05-04,2025-05-13
A400530,C3428,R2008,Applied,2025-04-18,2025-04-19
A400530,C3428,R2008,Screen,2025-04-19,2025-04-20
A400530,C3428,R2008,Interview,2025-04-20,2025-04-24
A400530,C3428,R2008,Rejected,2025-04-24,2025-05-02
A400531,C3429,R2000,Applied,2025-08-16,2025-08-19
A400531,C3429,R2000,Screen,2025-08-19,2025-08-30
A400531,C3429,R2000,Rejected,2025-08-30,2025-08-31
A400532,C3430,R2022,Applied,2025-12-20,2025-12-24
A400532,C3430,R2022,Screen,2025-12-24,2026-01-03
A400532,C3430,R2022,Interview,2026-01-03,2026-01-04
A400532,C3430,R2022,Offer,2026-01-04,2026-01-08
A400532,C3430,R2022,Hired,2026-01-08,2026-01-10
A400533,C3431,R2026,Applied,2025-05-28,2025-05-30
A400533,C3431,R2026,Screen,2025-05-30,2025-06-06
A400534,C3432,R2008,Applied,2025-08-28,2025-09-09
A400534,C3432,R2008,Screen,2025-09-09,2025-09-10
A400535,C3433,R2037,Applied,2025-11-14,2025-11-20
A400536,C3434,R2017,Applied,2025-09-02,2025-09-13
A400536,C3434,R2017,Screen,2025-09-13,2025-09-18
A400536,C3434,R2017,Interview,2025-09-18,2025-09-28
A400536,C3434,R2017,Offer,2025-09-28,2025-10-02
A400536,C3434,R2017,Rejected,2025-10-02,2025-10-08
A400537,C3434,R2023,Applied,2025-11-12,2025-11-17
A400537,C3434,R2023,Screen,2025-11-17,2025-11-19
A400537,C3434,R2023,Interview,2025-11-19,2025-11-26
A400537,C3434,R2023,Offer,2025-11-26,2025-12-04
A400537,C3434,R2023,Rejected,2025-12-04,2025-12-15
A400538,C3435,R2011,Applied,2025-11-06,2025-11-17
A400539,C3436,R2000,Applied,2025-09-23,2025-10-05
A400540,C3437,R2016,Applied,2025-11-15,2025-11-22
A400540,C3437,R2016,Screen,2025-11-22,2025-11-25
A400540,C3437,R2016,Interview,2025-11-25,2025-12-04
A400540,C3437,R2016,Offer,2025-12-04,2025-12-13
A400540,C3437,R2016,Hired,2025-12-13,2025-12-21
A400541,C3438,R2016,Applied,2025-06-24,2025-06-28
A400542,C3439,R2022,Applied,2025-11-11,2025-11-14
A400542,C3439,R2022,Rejected,2025-11-14,2025-11-26
A400543,C3440,R2040,Applied,2025-05-28,2025-06-05
A400543,C3440,R2040,Screen,2025-06-05,2025-06-08
A400544,C3441,R2036,Applied,2025-07-29,2025-08-08
A400545,C3442,R2014,Applied,2025-12-10,2025-12-15
A400545,C3442,R2014,Rejected,2025-12-15,2025-12-23
A400546,C3443,R2040,Applied,2025-05-20,2025-05-24
A400546,C3443,R2040,Screen,2025-05-24,2025-05-29
A400547,C3444,R2000,Applied,2025-07-25,2025-07-26
A400547,C3444,R2000,Screen,2025-07-26,2025-08-01
A400547,C3444,R2000,Interview,2025-08-01,2025-08-03
A400547,C3444,R2000,Offer,2025-08-03,2025-08-04
A400547,C3444,R2000,Hired,2025-08-04,2025-08-14
A400548,C3445,R2007,Applied,2025-07-03,2025-07-14
A400548,C3445,R2007,Rejected,2025-07-14,2025-07-21
A400549,C3446,R2029,Applied,2025-12-10,2025-12-17
A400550,C3447,R2043,Applied,2025-09-30,2025-10-02
A400551,C3448,R2007,Applied,2025-09-27,2025-10-03
A400551,C3448,R2007,Screen,2025-10-03,2025-10-15
A400552,C3449,R2004,Applied,2025-04-07,2025-04-15
A400552,C3449,R2004,Screen,2025-04-15,2025-04-17
A400552,C3449,R2004,Interview,2025-04-17,2025-04-28
A400552,C3449,R2004,Offer,2025-04-28,2025-05-04
A400552,C3449,R2004,Rejected,2025-05-04,2025-05-05
A400553,C3449,R2042,Applied,2025-10-03,2025-10-13
A400554,C3450,R2029,Applied,2025-04-06,2025-04-08
A400554,C3450,R2029,Screen,2025-04-08,2025-04-16
A400555,C3451,R2033,Applied,2025-08-26,2025-08-30
A400555,C3451,R2033,Screen,2025-08-30,2025-09-06
A400556,C3452,R2034,Applied,2025-11-25,2025-11-26
A400556,C3452,R2034,Screen,2025-11-26,2025-12-07
A400556,C3452,R2034,Interview,2025-12-07,2025-12-16
A400556,C3452,R2034,Offer,2025-12-16,2025-12-19
A400556,C3452,R2034,Hired,2025-12-19,2025-12-31
A400557,C3452,R2013,Applied,2025-09-30,2025-10-07
A400557,C3452,R2013,Screen,2025-10-07,2025-10-11
A400558,C3453,R2000,Applied,2025-05-21,2025-05-22
A400558,C3453,R2000,Screen,2025-05-22,2025-06-01
A400558,C3453,R2000,Rejected,2025-06-01,2025-06-06
A400559,C3453,R2037,Applied,2025-11-28,2025-12-06
A400559,C3453,R2037,Screen,2025-12-06,2025-12-09
A400559,C3453,R2037,Interview,2025-12-09,2025-12-13
A400559,C3453,R2037,Rejected,2025-12-13,2025-12-17
A400560,C3454,R2031,Applied,2025-11-23,2025-12-05
A400560,C3454,R2031,Screen,2025-12-05,2025-12-11
A400561,C3454,R2020,Applied,2025-09-01,2025-09-05
A400561,C3454,R2020,Screen,2025-09-05,2025-09-15
A400561,C3454,R2020,Interview,2025-09-15,2025-09-21
A400561,C3454,R2020,Offer,2025-09-21,2025-09-24
A400561,C3454,R2020,Hired,2025-09-24,2025-09-27
A400562,C3455,R2042,Applied,2025-07-22,2025-08-03
A400562,C3455,R2042,Screen,2025-08-03,2025-08-15
A400563,C3455,R2030,Applied,2025-11-01,2025-11-10
A400563,C3455,R2030,Screen,2025-11-10,2025-11-20
A400563,C3455,R2030,Interview,2025-11-20,2025-11-21
A400564,C3456,R2041,Applied,2025-07-18,2025-07-28
A400564,C3456,R2041,Screen,2025-07-28,2025-07-30
A400564,C3456,R2041,Interview,2025-07-30,2025-07-31
A400565,C3457,R2002,Applied,2025-07-19,2025-07-28
A400565,C3457,R2002,Screen,2025-07-28,2025-08-07
A400565,C3457,R2002,Interview,2025-08-07,2025-08-19
A400565,C3457,R2002,Offer,2025-08-19,2025-08-23
A400565,C3457,R2002,Hired,2025-08-23,2025-09-02
A400566,C3458,R2026,Applied,2025-07-06,2025-07-14
A400566,C3458,R2026,Screen,2025-07-14,2025-07-25
A400566,C3458,R2026,Rejected,2025-07-25,2025-07-27
A400567,C3459,R2028,Applied,2025-09-12,2025-09-21
A400567,C3459,R2028,Screen,2025-09-21,2025-09-23
A400567,C3459,R2028,Interview,2025-09-23,2025-10-04
A400567,C3459,R2028,Offer,2025-10-04,2025-10-08
A400567,C3459,R2028,Rejected,2025-10-08,2025-10-12
A400568,C3459,R2012,Applied,2025-12-04,2025-12-16
A400568,C3459,R2012,Screen,2025-12-16,2025-12-23
A400568,C3459,R2012,Rejected,2025-12-23,2025-12-30
A400569,C3460,R2025,Applied,2025-11-26,2025-12-01
A400569,C3460,R2025,Screen,2025-12-01,2025-12-05
A400569,C3460,R2025,Interview,2025-12-05,2025-12-12
A400569,C3460,R2025,Rejected,2025-12-12,2025-12-15
A400570,C3460,R2044,Applied,2025-11-09,2025-11-16
A400570,C3460,R2044,Screen,2025-11-16,2025-11-25
A400570,C3460,R2044,Interview,2025-11-25,2025-12-04
A400570,C3460,R2044,Offer,2025-12-04,2025-12-16
A400570,C3460,R2044,Hired,2025-12-16,2025-12-25
A400571,C3461,R2028,Applied,2025-12-18,2025-12-30
A400571,C3461,R2028,Screen,2025-12-30,2026-01-06
A400572,C3462,R2042,Applied,2025-04-21,2025-04-30
A400572,C3462,R2042,Screen,2025-04-30,2025-05-01
A400573,C3463,R2033,Applied,2025-08-06,2025-08-15
A400573,C3463,R2033,Screen,2025-08-15,2025-08-22
A400574,C3463,R2005,Applied,2025-11-07,2025-11-09
A400574,C3463,R2005,Screen,2025-11-09,2025-11-21
A400574,C3463,R2005,Interview,2025-11-21,2025-11-29
A400574,C3463,R2005,Offer,2025-11-29,2025-12-02
A400574,C3463,R2005,Rejected,2025-12-02,2025-12-10
A400575,C3464,R2025,Applied,2025-11-21,2025-11-28
A400575,C3464,R2025,Screen,2025-11-28,2025-12-06
A400575,C3464,R2025,Interview,2025-12-06,2025-12-11
A400576,C3465,R2026,Applied,2025-06-08,2025-06-12
A400576,C3465,R2026,Screen,2025-06-12,2025-06-21
A400576,C3465,R2026,Interview,2025-06-21,2025-06-30
A400576,C3465,R2026,Offer,2025-06-30,2025-07-12
A400576,C3465,R2026,Hired,2025-07-12,2025-07-21
A400577,C3465,R2007,Applied,2025-11-11,2025-11-20
A400577,C3465,R2007,Screen,2025-11-20,2025-12-02
A400577,C3465,R2007,Rejected,2025-12-02,2025-12-04
A400578,C3466,R2028,Applied,2025-08-18,2025-08-22
A400578,C3466,R2028,Screen,2025-08-22,2025-08-24
A400578,C3466,R2028,Interview,2025-08-24,2025-08-27
A400579,C3466,R2008,Applied,2025-06-24,2025-06-25
A400579,C3466,R2008,Screen,2025-06-25,2025-06-27
A400579,C3466,R2008,Interview,2025-06-27,2025-07-01
A400579,C3466,R2008,Offer,2025-07-01,2025-07-02
A400579,C3466,R2008,Hired,2025-07-02,2025-07-10
A400580,C3467,R2008,Applied,2025-11-17,2025-11-28
A400580,C3467,R2008,Screen,2025-11-28,2025-12-01
A400580,C3467,R2008,Interview,2025-12-01,2025-12-13
A400580,C3467,R2008,Rejected,2025-12-13,2025-12-14
A400581,C3467,R2003,Applied,2025-03-09,2025-03-14
A400581,C3467,R2003,Screen,2025-03-14,2025-03-17
A400582,C3468,R2038,Applied,2025-08-30,2025-09-02
A400582,C3468,R2038,Screen,2025-09-02,2025-09-03
A400583,C3469,R2017,Applied,2025-06-11,2025-06-16
A400583,C3469,R2017,Screen,2025-06-16,2025-06-25
A400583,C3469,R2017,Rejected,2025-06-25,2025-06-27
A400584,C3470,R2036,Applied,2025-04-05,2025-04-15
A400584,C3470,R2036,Screen,2025-04-15,2025-04-19
A400585,C3471,R2020,Applied,2025-12-16,2025-12-28
A400585,C3471,R2020,Screen,2025-12-28,2025-12-31
A400585,C3471,R2020,Rejected,2025-12-31,2026-01-08
A400586,C3471,R2030,Applied,2025-12-19,2025-12-21
A400586,C3471,R2030,Screen,2025-12-21,2026-01-02
A400586,C3471,R2030,Interview,2026-01-02,2026-01-07
A400587,C3472,R2015,Applied,2025-08-02,2025-08-08
A400587,C3472,R2015,Screen,2025-08-08,2025-08-12
A400587,C3472,R2015,Interview,2025-08-12,2025-08-20
A400588,C3473,R2019,Applied,2025-10-06,2025-10-08
A400588,C3473,R2019,Screen,2025-10-08,2025-10-18
A400588,C3473,R2019,Interview,2025-10-18,2025-10-27
A400589,C3474,R2001,Applied,2025-12-13,2025-12-17
A400589,C3474,R2001,Screen,2025-12-17,2025-12-27
A400589,C3474,R2001,Interview,2025-12-27,2026-01-06
A400589,C3474,R2001,Rejected,2026-01-06,2026-01-09
A400590,C3475,R2005,Applied,2025-10-11,2025-10-16
A400590,C3475,R2005,Screen,2025-10-16,2025-10-24
A400591,C3476,R2042,Applied,2025-05-27,2025-06-01
A400591,C3476,R2042,Screen,2025-06-01,2025-06-04
A400592,C3477,R2028,Applied,2025-11-29,2025-12-07
A400592,C3477,R2028,Rejected,2025-12-07,2025-12-10
A400593,C3477,R2011,Applied,2025-12-21,2025-12-28
A400593,C3477,R2011,Screen,2025-12-28,2025-12-31
A400593,C3477,R2011,Interview,2025-12-31,2026-01-07
A400593,C3477,R2011,Offer,2026-01-07,2026-01-17
A400593,C3477,R2011,Rejected,2026-01-17,2026-01-28
A400594,C3478,R2027,Applied,2025-06-23,2025-06-29
A400595,C3478,R2025,Applied,2025-08-14,2025-08-20
A400595,C3478,R2025,Screen,2025-08-20,2025-08-24
A400595,C3478,R2025,Interview,2025-08-24,2025-08-28
A400596,C3479,R2003,Applied,2025-06-27,2025-07-02
A400596,C3479,R2003,Screen,2025-07-02,2025-07-03
A400596,C3479,R2003,Interview,2025-07-03,2025-07-06
A400597,C3480,R2019,Applied,2025-08-10,2025-08-16
A400597,C3480,R2019,Screen,2025-08-16,2025-08-27
A400597,C3480,R2019,Interview,2025-08-27,2025-09-02
A400597,C3480,R2019,Offer,2025-09-02,2025-09-09
A400597,C3480,R2019,Hired,2025-09-09,2025-09-11
A400598,C3481,R2033,Applied,2025-10-17,2025-10-25
A400598,C3481,R2033,Screen,2025-10-25,2025-11-01
A400598,C3481,R2033,Interview,2025-11-01,2025-11-07
A400598,C3481,R2033,Offer,2025-11-07,2025-11-14
A400598,C3481,R2033,Hired,2025-11-14,2025-11-22
A400599,C3482,R2023,Applied,2025-10-16,2025-10-28
A400599,C3482,R2023,Screen,2025-10-28,2025-11-08
A400599,C3482,R2023,Interview,2025-11-08,2025-11-17
A400599,C3482,R2023,Offer,2025-11-17,2025-11-20
A400599,C3482,R2023,Rejected,2025-11-20,2025-11-22
A400600,C3483,R2001,Applied,2025-11-11,2025-11-19
A400601,C3483,R2028,Applied,2025-12-11,2025-12-16
A400602,C3484,R2036,Applied,2025-12-02,2025-12-11
A400602,C3484,R2036,Screen,2025-12-11,2025-12-19
A400602,C3484,R2036,Rejected,2025-12-19,2025-12-22
A400603,C3485,R2010,Applied,2025-06-24,2025-06-26
A400603,C3485,R2010,Screen,2025-06-26,2025-07-04
A400604,C3486,R2022,Applied,2025-06-06,2025-06-11
A400604,C3486,R2022,Screen,2025-06-11,2025-06-20
A400604,C3486,R2022,Rejected,2025-06-20,2025-06-22
A400605,C3487,R2016,Applied,2025-09-15,2025-09-22
A400605,C3487,R2016,Screen,2025-09-22,2025-10-03
A400605,C3487,R2016,Interview,2025-10-03,2025-10-11
A400605,C3487,R2016,Offer,2025-10-11,2025-10-13
A400605,C3487,R2016,Hired,2025-10-13,2025-10-22
A400606,C3488,R2012,Applied,2025-12-20,2026-01-01
A400606,C3488,R2012,Screen,2026-01-01,2026-01-11
A400607,C3488,R2037,Applied,2025-11-12,2025-11-14
A400607,C3488,R2037,Screen,2025-11-14,2025-11-25
A400608,C3489,R2011,Applied,2025-10-11,2025-10-20
A400608,C3489,R2011,Screen,2025-10-20,2025-10-24
A400608,C3489,R2011,Interview,2025-10-24,2025-10-27
A400609,C3490,R2011,Applied,2025-10-06,2025-10-07
A400609,C3490,R2011,Screen,2025-10-07,2025-10-17
A400609,C3490,R2011,Interview,2025-10-17,2025-10-19
A400609,C3490,R2011,Offer,2025-10-19,2025-10-23
A400609,C3490,R2011,Rejected,2025-10-23,2025-10-28
A400610,C3491,R2021,Applied,2025-10-20,2025-10-24
A400610,C3491,R2021,Screen,2025-10-24,2025-10-28
A400611,C3492,R2033,Applied,2025-09-03,2025-09-04
A400611,C3492,R2033,Screen,2025-09-04,2025-09-10
A400612,C3492,R2018,Applied,2025-09-08,2025-09-14
A400612,C3492,R2018,Screen,2025-09-14,2025-09-21
A400612,C3492,R2018,Interview,2025-09-21,2025-09-28
A400612,C3492,R2018,Offer,2025-09-28,2025-10-05
A400612,C3492,R2018,Hired,2025-10-05,2025-10-08
A400613,C3493,R2042,Applied,2025-04-15,2025-04-25
A400613,C3493,R2042,Screen,2025-04-25,2025-04-29
A400613,C3493,R2042,Interview,2025-04-29,2025-05-04
A400614,C3494,R2035,Applied,2025-07-25,2025-07-29
A400614,C3494,R2035,Rejected,2025-07-29,2025-08-01
A400615,C3494,R2028,Applied,2025-10-01,2025-10-03
A400616,C3495,R2022,Applied,2025-03-31,2025-04-04
A400616,C3495,R2022,Screen,2025-04-04,2025-04-06
A400617,C3496,R2004,Applied,2025-07-03,2025-07-07
A400617,C3496,R2004,Screen,2025-07-07,2025-07-16
A400617,C3496,R2004,Interview,2025-07-16,2025-07-19
A400618,C3497,R2035,Applied,2025-07-27,2025-08-03
A400618,C3497,R2035,Screen,2025-08-03,2025-08-06
A400618,C3497,R2035,Rejected,2025-08-06,2025-08-12
A400619,C3498,R2000,Applied,2025-11-27,2025-12-02
A400620,C3498,R2013,Applied,2025-12-07,2025-12-10
A400620,C3498,R2013,Screen,2025-12-10,2025-12-18
A400620,C3498,R2013,Interview,2025-12-18,2025-12-24
A400621,C3499,R2010,Applied,2025-04-21,2025-04-24
A400621,C3499,R2010,Screen,2025-04-24,2025-05-06
A400621,C3499,R2010,Interview,2025-05-06,2025-05-13
A400622,C3500,R2005,Applied,2025-09-10,2025-09-15
A400622,C3500,R2005,Screen,2025-09-15,2025-09-16
A400623,C3501,R2032,Applied,2025-11-30,2025-12-10
A400623,C3501,R2032,Screen,2025-12-10,2025-12-11
A400623,C3501,R2032,Interview,2025-12-11,2025-12-15
A400623,C3501,R2032,Rejected,2025-12-15,2025-12-24
A400624,C3501,R2018,Applied,2025-10-24,2025-10-25
A400624,C3501,R2018,Screen,2025-10-25,2025-11-06
A400624,C3501,R2018,Interview,2025-11-06,2025-11-08
A400625,C3502,R2038,Applied,2025-08-03,2025-08-13
A400625,C3502,R2038,Screen,2025-08-13,2025-08-19
A400625,C3502,R2038,Rejected,2025-08-19,2025-08-23
A400626,C3502,R2015,Applied,2025-12-12,2025-12-14
A400626,C3502,R2015,Rejected,2025-12-14,2025-12-22
A400627,C3503,R2029,Applied,2025-09-16,2025-09-27
A400627,C3503,R2029,Screen,2025-09-27,2025-09-30
A400628,C3504,R2019,Applied,2025-09-25,2025-10-04
A400628,C3504,R2019,Screen,2025-10-04,2025-10-15
A400628,C3504,R2019,Interview,2025-10-15,2025-10-16
A400628,C3504,R2019,Offer,2025-10-16,2025-10-23
A400628,C3504,R2019,Hired,2025-10-23,2025-11-01
A400629,C3505,R2019,Applied,2025-06-02,2025-06-11
A400629,C3505,R2019,Screen,2025-06-11,2025-06-17
A400629,C3505,R2019,Interview,2025-06-17,2025-06-23
A400629,C3505,R2019,Rejected,2025-06-23,2025-07-02
A400630,C3505,R2015,Applied,2025-11-28,2025-12-05
A400631,C3506,R2031,Applied,2025-11-26,2025-12-05
A400631,C3506,R2031,Screen,2025-12-05,2025-12-08
A400631,C3506,R2031,Interview,2025-12-08,2025-12-18
A400631,C3506,R2031,Offer,2025-12-18,2025-12-20
A400631,C3506,R2031,Hired,2025-12-20,2025-12-28
A400632,C3507,R2039,Applied,2025-08-08,2025-08-10
